alignment	phase	planet	operation	row	slot	character_name	baseId
LS	6	Scarif	4	1	3	L3-37	L3_37
LS	6	Scarif	4	1	4	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	6	Scarif	4	1	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	4	2	1	Rey	GLREY
LS	6	Scarif	4	2	2	Hermit Yoda	HERMITYODA
LS	6	Scarif	4	2	3	Xanadu Blood	XANADUBLOOD
LS	6	Scarif	4	2	4	Razor Crest	RAZORCREST
LS	6	Scarif	4	2	5	Mara Jade, The Emperor's Hand	MARAJADE
LS	6	Scarif	4	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	6	Scarif	4	3	2	Ki-Adi-Mundi	KIADIMUNDI
LS	6	Scarif	4	3	3	Rey (Scavenger)	REY
LS	6	Scarif	4	3	4	Ben Solo	BENSOLO
LS	6	Scarif	4	3	5	Dash Rendar	DASHRENDAR
LS	6	Scarif	5	1	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	5	1	2	Han Solo	HANSOLO
LS	6	Scarif	5	1	3	Ben Solo	BENSOLO
LS	6	Scarif	5	1	4	Tech	BADBATCHTECH
LS	6	Scarif	5	1	5	Ima-Gun Di	IMAGUNDI
LS	6	Scarif	5	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	5	2	2	Logray	LOGRAY
LS	6	Scarif	5	2	3	Ben Solo	BENSOLO
LS	6	Scarif	5	2	4	Zaalbar	ZAALBAR
LS	6	Scarif	5	2	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	5	3	1	Rey	GLREY
LS	6	Scarif	5	3	2	Han Solo	HANSOLO
LS	6	Scarif	5	3	3	Razor Crest	RAZORCREST
LS	6	Scarif	5	3	4	Resistance X-wing	XWINGRESISTANCE
LS	6	Scarif	5	3	5	Skiff Guard (Lando Calrissian)	UNDERCOVERLANDO
LS	6	Scarif	6	1	1	Rey	GLREY
LS	6	Scarif	6	1	2	Han Solo	HANSOLO
LS	6	Scarif	6	1	3	Razor Crest	RAZORCREST
LS	6	Scarif	6	1	4	Han's Millennium Falcon	MILLENNIUMFALCON
LS	6	Scarif	6	1	5	Bastila Shan	BASTILASHAN
LS	6	Scarif	6	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	6	Scarif	6	2	2	Rebel Officer Leia Organa	HOTHLEIA
LS	6	Scarif	6	2	3	Ben Solo	BENSOLO
LS	6	Scarif	6	2	4	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	6	Scarif	6	2	5	Skiff Guard (Lando Calrissian)	UNDERCOVERLANDO
LS	6	Scarif	6	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	6	Scarif	6	3	2	Hermit Yoda	HERMITYODA
LS	6	Scarif	6	3	3	Ben Solo	BENSOLO
LS	6	Scarif	6	3	4	BB-8	BB8
LS	6	Scarif	6	3	5	Dash Rendar	DASHRENDAR
Mix	1	Corellia	1	1	1	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	1	Corellia	1	1	2	Chewbacca	CHEWBACCALEGENDARY
Mix	1	Corellia	1	1	3	Jedi Knight Revan	JEDIKNIGHTREVAN
Mix	1	Corellia	1	1	4	Eeth Koth	EETHKOTH
Mix	1	Corellia	1	1	5	Darth Traya	DARTHTRAYA
Mix	1	Corellia	1	2	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	1	Corellia	1	2	2	Grand Admiral Thrawn	GRANDADMIRALTHRAWN
Mix	1	Corellia	1	2	3	C-3PO	C3POLEGENDARY
Mix	1	Corellia	1	2	4	Ima-Gun Di	IMAGUNDI
Mix	1	Corellia	1	2	5	Sith Trooper	FOSITHTROOPER
Mix	1	Corellia	1	3	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	1	Corellia	1	3	2	R2-D2	R2D2_LEGENDARY
Mix	1	Corellia	1	3	3	Darth Revan	DARTHREVAN
Mix	1	Corellia	1	3	4	Hyena Bomber	HYENABOMBER
Mix	1	Corellia	1	3	5	Anakin's Eta-2 Starfighter	JEDISTARFIGHTERANAKIN
Mix	1	Corellia	2	1	1	Ben Solo	BENSOLO
Mix	1	Corellia	2	1	2	Grand Master Yoda	GRANDMASTERYODA
Mix	1	Corellia	2	1	3	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
Mix	1	Corellia	2	1	4	Hunter	BADBATCHHUNTER
Mix	1	Corellia	2	1	5	Han Solo	HANSOLO
Mix	1	Corellia	2	2	1	Darth Malgus	DARTHMALGUS
Mix	1	Corellia	2	2	2	C-3PO	C3POLEGENDARY
Mix	1	Corellia	2	2	3	Darth Revan	DARTHREVAN
Mix	1	Corellia	2	2	4	Jolee Bindo	JOLEEBINDO
Mix	1	Corellia	2	2	5	Poe Dameron	POE
Mix	1	Corellia	2	3	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	1	Corellia	2	3	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
Mix	1	Corellia	2	3	3	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
Mix	1	Corellia	2	3	4	BT-1	BT1
Mix	1	Corellia	2	3	5	Geonosian Brood Alpha	GEONOSIANBROODALPHA
Mix	1	Corellia	3	1	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	1	Corellia	3	1	2	PadmÃ© Amidala	PADMEAMIDALA
Mix	1	Corellia	3	1	3	Grand Master Yoda	GRANDMASTERYODA
Mix	1	Corellia	3	1	4	Ghost	GHOST
Mix	1	Corellia	3	1	5	Wat Tambor	WATTAMBOR
Mix	1	Corellia	3	2	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	1	Corellia	3	2	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
Mix	1	Corellia	3	2	3	Darth Revan	DARTHREVAN
Mix	1	Corellia	3	2	4	Paploo	PAPLOO
Mix	1	Corellia	3	2	5	Bossk	BOSSK
Mix	1	Corellia	3	3	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	1	Corellia	3	3	2	Chewbacca	CHEWBACCALEGENDARY
Mix	1	Corellia	3	3	3	Rey (Jedi Training)	REYJEDITRAINING
Mix	1	Corellia	3	3	4	Threepio & Chewie	C3POCHEWBACCA
Mix	1	Corellia	3	3	5	Clone Sergeant's ARC-170	ARC170CLONESERGEANT
Mix	1	Corellia	4	1	1	Ben Solo	BENSOLO
Mix	1	Corellia	4	1	2	Darth Revan	DARTHREVAN
Mix	1	Corellia	4	1	3	Rebel Officer Leia Organa	HOTHLEIA
Mix	1	Corellia	4	1	4	Darth Vader	VADER
Mix	1	Corellia	4	1	5	Ki-Adi-Mundi	KIADIMUNDI
Mix	1	Corellia	4	2	1	Darth Malgus	DARTHMALGUS
Mix	1	Corellia	4	2	2	BB-8	BB8
Mix	1	Corellia	4	2	3	Darth Traya	DARTHTRAYA
Mix	1	Corellia	4	2	4	Kylo Ren's Command Shuttle	COMMANDSHUTTLE
Mix	1	Corellia	4	2	5	Clone Sergeant - Phase I	CLONESERGEANTPHASEI
Mix	1	Corellia	4	3	1	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	1	Corellia	4	3	2	C-3PO	C3POLEGENDARY
Mix	1	Corellia	4	3	3	Darth Traya	DARTHTRAYA
Mix	1	Corellia	4	3	4	Plo Koon's Jedi Starfighter	BLADEOFDORIN
Mix	1	Corellia	4	3	5	T3-M4	T3_M4
Mix	1	Corellia	5	1	1	Razor Crest	RAZORCREST
Mix	1	Corellia	5	1	2	Chewbacca	CHEWBACCALEGENDARY
Mix	1	Corellia	5	1	3	General Kenobi	GENERALKENOBI
Mix	1	Corellia	5	1	4	TIE Silencer	TIESILENCER
Mix	1	Corellia	5	1	5	Logray	LOGRAY
Mix	1	Corellia	5	2	1	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	1	Corellia	5	2	2	Chimaera	CAPITALCHIMAERA
Mix	1	Corellia	5	2	3	Wat Tambor	WATTAMBOR
Mix	1	Corellia	5	2	4	Malevolence	CAPITALMALEVOLENCE
Mix	1	Corellia	5	2	5	Darth Maul	MAUL
Mix	1	Corellia	5	3	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	1	Corellia	5	3	2	R2-D2	R2D2_LEGENDARY
Mix	1	Corellia	5	3	3	Han Solo	HANSOLO
Mix	1	Corellia	5	3	4	Geonosian Brood Alpha	GEONOSIANBROODALPHA
Mix	1	Corellia	5	3	5	Colonel Starck	COLONELSTARCK
Mix	1	Corellia	6	1	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	1	Corellia	6	1	2	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
Mix	1	Corellia	6	1	3	Imperial Probe Droid	IMPERIALPROBEDROID
Mix	1	Corellia	6	1	4	Talia	TALIA
Mix	1	Corellia	6	1	5	Ki-Adi-Mundi	KIADIMUNDI
Mix	1	Corellia	6	2	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	1	Corellia	6	2	2	Emperor Palpatine	EMPERORPALPATINE
Mix	1	Corellia	6	2	3	Hermit Yoda	HERMITYODA
Mix	1	Corellia	6	2	4	Admiral Piett	ADMIRALPIETT
Mix	1	Corellia	6	2	5	Darth Sion	DARTHSION
Mix	1	Corellia	6	3	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	1	Corellia	6	3	2	Darth Revan	DARTHREVAN
Mix	1	Corellia	6	3	3	General Kenobi	GENERALKENOBI
Mix	1	Corellia	6	3	4	Sana Starros	SANASTARROS
Mix	1	Corellia	6	3	5	Jawa Engineer	JAWAENGINEER
Mix	2	Felucia	1	1	1	Grand Inquisitor	GRANDINQUISITOR
Mix	2	Felucia	1	1	2	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	2	Felucia	1	1	3	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	1	1	4	General Kenobi	GENERALKENOBI
Mix	2	Felucia	1	1	5	Aayla Secura	AAYLASECURA
Mix	2	Felucia	1	2	1	General Skywalker	GENERALSKYWALKER
Mix	2	Felucia	1	2	2	Scythe	SCYTHE
Mix	2	Felucia	1	2	3	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	2	Felucia	1	2	4	Wat Tambor	WATTAMBOR
Mix	2	Felucia	1	2	5	Threepio & Chewie	C3POCHEWBACCA
Mix	2	Felucia	1	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	2	Felucia	1	3	2	Razor Crest	RAZORCREST
Mix	2	Felucia	1	3	3	Ben Solo	BENSOLO
Mix	2	Felucia	1	3	4	Rebel Officer Leia Organa	HOTHLEIA
Mix	2	Felucia	1	3	5	Plo Koon's Jedi Starfighter	BLADEOFDORIN
Mix	2	Felucia	2	1	1	General Skywalker	GENERALSKYWALKER
Mix	2	Felucia	2	1	2	Darth Malgus	DARTHMALGUS
Mix	2	Felucia	2	1	3	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	2	1	4	The Mandalorian	THEMANDALORIAN
Mix	2	Felucia	2	1	5	Outrider	OUTRIDER
Mix	2	Felucia	2	2	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	2	Felucia	2	2	2	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	2	Felucia	2	2	3	Scythe	SCYTHE
Mix	2	Felucia	2	2	4	Emperor's Shuttle	EMPERORSSHUTTLE
Mix	2	Felucia	2	2	5	Embo	EMBO
Mix	2	Felucia	2	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
Mix	2	Felucia	2	3	2	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	2	3	3	Maul	MAULS7
Mix	2	Felucia	2	3	4	Jawa	JAWA
Mix	2	Felucia	2	3	5	Zaalbar	ZAALBAR
Mix	2	Felucia	3	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	2	Felucia	3	1	2	Maul	MAULS7
Mix	2	Felucia	3	1	3	Scythe	SCYTHE
Mix	2	Felucia	3	1	4	Wat Tambor	WATTAMBOR
Mix	2	Felucia	3	1	5	General Hux	GENERALHUX
Mix	2	Felucia	3	2	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	2	Felucia	3	2	2	Razor Crest	RAZORCREST
Mix	2	Felucia	3	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	3	2	4	Imperial Probe Droid	IMPERIALPROBEDROID
Mix	2	Felucia	3	2	5	Sana Starros	SANASTARROS
Mix	2	Felucia	3	3	1	Lord Vader	LORDVADER
Mix	2	Felucia	3	3	2	Scythe	SCYTHE
Mix	2	Felucia	3	3	3	Ben Solo	BENSOLO
Mix	2	Felucia	3	3	4	Rebel Officer Leia Organa	HOTHLEIA
Mix	2	Felucia	3	3	5	Snowtrooper	SNOWTROOPER
Mix	2	Felucia	4	1	1	General Skywalker	GENERALSKYWALKER
Mix	2	Felucia	4	1	2	Maul	MAULS7
Mix	2	Felucia	4	1	3	Darth Malgus	DARTHMALGUS
Mix	2	Felucia	4	1	4	Rebel Officer Leia Organa	HOTHLEIA
Mix	2	Felucia	4	1	5	Count Dooku	COUNTDOOKU
Mix	2	Felucia	4	2	1	Grand Inquisitor	GRANDINQUISITOR
Mix	2	Felucia	4	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	2	Felucia	4	2	3	Maul	MAULS7
Mix	2	Felucia	4	2	4	Hermit Yoda	HERMITYODA
Mix	2	Felucia	4	2	5	Kuiil	KUIIL
Mix	2	Felucia	4	3	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
Mix	2	Felucia	4	3	2	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	2	Felucia	4	3	3	Scythe	SCYTHE
Mix	2	Felucia	4	3	4	Logray	LOGRAY
Mix	2	Felucia	4	3	5	General Veers	VEERS
Mix	2	Felucia	5	1	1	Grand Inquisitor	GRANDINQUISITOR
Mix	2	Felucia	5	1	2	Darth Malgus	DARTHMALGUS
Mix	2	Felucia	5	1	3	Scythe	SCYTHE
Mix	2	Felucia	5	1	4	Embo	EMBO
Mix	2	Felucia	5	1	5	Admiral Ackbar	ADMIRALACKBAR
Mix	2	Felucia	5	2	1	General Skywalker	GENERALSKYWALKER
Mix	2	Felucia	5	2	2	Darth Malgus	DARTHMALGUS
Mix	2	Felucia	5	2	3	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	2	Felucia	5	2	4	Cassian's U-wing	UWINGROGUEONE
Mix	2	Felucia	5	2	5	Sith Trooper	FOSITHTROOPER
Mix	2	Felucia	5	3	1	Rey	GLREY
Mix	2	Felucia	5	3	2	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	5	3	3	Razor Crest	RAZORCREST
Mix	2	Felucia	5	3	4	Bastila Shan	BASTILASHAN
Mix	2	Felucia	5	3	5	Death Trooper	DEATHTROOPER
Mix	2	Felucia	6	1	1	Starkiller	STARKILLER
Mix	2	Felucia	6	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	2	Felucia	6	1	3	Darth Malgus	DARTHMALGUS
Mix	2	Felucia	6	1	4	Ki-Adi-Mundi	KIADIMUNDI
Mix	2	Felucia	6	1	5	Lando Calrissian	ADMINISTRATORLANDO
Mix	2	Felucia	6	2	1	Darth Malak	DARTHMALAK
Mix	2	Felucia	6	2	2	Ben Solo	BENSOLO
Mix	2	Felucia	6	2	3	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	2	Felucia	6	2	4	Rebel Officer Leia Organa	HOTHLEIA
Mix	2	Felucia	6	2	5	BT-1	BT1
Mix	2	Felucia	6	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	2	Felucia	6	3	2	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	2	Felucia	6	3	3	Scythe	SCYTHE
Mix	2	Felucia	6	3	4	Han Solo	HANSOLO
Mix	2	Felucia	6	3	5	L3-37	L3_37
Mix	3	Tatooine	1	1	1	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	3	Tatooine	1	1	2	Razor Crest	RAZORCREST
Mix	3	Tatooine	1	1	3	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	1	1	4	Cara Dune	CARADUNE
Mix	3	Tatooine	1	1	5	Bastila Shan (Fallen)	BASTILASHANDARK
Mix	3	Tatooine	1	2	1	Rey	GLREY
Mix	3	Tatooine	1	2	2	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	3	Tatooine	1	2	3	Darth Malgus	DARTHMALGUS
Mix	3	Tatooine	1	2	4	Geonosian Spy	GEONOSIANSPY
Mix	3	Tatooine	1	2	5	Chirrut ÃŽmwe	CHIRRUTIMWE
Mix	3	Tatooine	1	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	3	Tatooine	1	3	2	Maul	MAULS7
Mix	3	Tatooine	1	3	3	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	1	3	4	Tusken Chieftain	TUSKENCHIEFTAIN
Mix	3	Tatooine	1	3	5	Gauntlet Starfighter	GAUNTLETSTARFIGHTER
Mix	3	Tatooine	2	1	1	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	2	1	2	Scythe	SCYTHE
Mix	3	Tatooine	2	1	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	3	Tatooine	2	1	4	Outrider	OUTRIDER
Mix	3	Tatooine	2	1	5	Qui-Gon Jinn	QUIGONJINN
Mix	3	Tatooine	2	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
Mix	3	Tatooine	2	2	2	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	3	Tatooine	2	2	3	Razor Crest	RAZORCREST
Mix	3	Tatooine	2	2	4	50R-T	50RT
Mix	3	Tatooine	2	2	5	Obi-Wan Kenobi (Old Ben)	OLDBENKENOBI
Mix	3	Tatooine	2	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	3	Tatooine	2	3	2	Maul	MAULS7
Mix	3	Tatooine	2	3	3	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	3	Tatooine	2	3	4	Nightsister Acolyte	NIGHTSISTERACOLYTE
Mix	3	Tatooine	2	3	5	Bastila Shan (Fallen)	BASTILASHANDARK
Mix	3	Tatooine	3	1	1	Darth Malgus	DARTHMALGUS
Mix	3	Tatooine	3	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	3	1	3	Scythe	SCYTHE
Mix	3	Tatooine	3	1	4	Luminara Unduli	LUMINARAUNDULI
Mix	3	Tatooine	3	1	5	Hunter	BADBATCHHUNTER
Mix	3	Tatooine	3	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
Mix	3	Tatooine	3	2	2	Razor Crest	RAZORCREST
Mix	3	Tatooine	3	2	3	Darth Malgus	DARTHMALGUS
Mix	3	Tatooine	3	2	4	Rose Tico	ROSETICO
Mix	3	Tatooine	3	2	5	Ewok Scout	EWOKSCOUT
Mix	3	Tatooine	3	3	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
Mix	3	Tatooine	3	3	2	Ben Solo	BENSOLO
Mix	3	Tatooine	3	3	3	Maul	MAULS7
Mix	3	Tatooine	3	3	4	Skiff Guard (Lando Calrissian)	UNDERCOVERLANDO
Mix	3	Tatooine	3	3	5	Mara Jade, The Emperor's Hand	MARAJADE
Mix	3	Tatooine	4	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	3	Tatooine	4	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	4	1	3	Commander Ahsoka Tano	COMMANDERAHSOKA
Mix	3	Tatooine	4	1	4	TIE Reaper	TIEREAPER
Mix	3	Tatooine	4	1	5	Young Han Solo	YOUNGHAN
Mix	3	Tatooine	4	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
Mix	3	Tatooine	4	2	2	Starkiller	STARKILLER
Mix	3	Tatooine	4	2	3	Scythe	SCYTHE
Mix	3	Tatooine	4	2	4	Resistance Hero Poe	EPIXPOE
Mix	3	Tatooine	4	2	5	Coruscant Underworld Police	CORUSCANTUNDERWORLDPOLICE
Mix	3	Tatooine	4	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
Mix	3	Tatooine	4	3	2	Darth Malak	DARTHMALAK
Mix	3	Tatooine	4	3	3	Razor Crest	RAZORCREST
Mix	3	Tatooine	4	3	4	Ewok Elder	EWOKELDER
Mix	3	Tatooine	4	3	5	Kylo Ren (Unmasked)	KYLORENUNMASKED
Mix	3	Tatooine	5	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	3	Tatooine	5	1	2	Maul	MAULS7
Mix	3	Tatooine	5	1	3	Darth Malgus	DARTHMALGUS
Mix	3	Tatooine	5	1	4	B1 Battle Droid	B1BATTLEDROIDV2
Mix	3	Tatooine	5	1	5	Hoth Rebel Scout	HOTHREBELSCOUT
Mix	3	Tatooine	5	2	1	Rey	GLREY
Mix	3	Tatooine	5	2	2	General Skywalker	GENERALSKYWALKER
Mix	3	Tatooine	5	2	3	Scythe	SCYTHE
Mix	3	Tatooine	5	2	4	Finalizer	CAPITALFINALIZER
Mix	3	Tatooine	5	2	5	Bodhi Rook	BODHIROOK
Mix	3	Tatooine	5	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
Mix	3	Tatooine	5	3	2	Starkiller	STARKILLER
Mix	3	Tatooine	5	3	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	3	Tatooine	5	3	4	Teebo	TEEBO
Mix	3	Tatooine	5	3	5	HK-47	HK47
Mix	3	Tatooine	6	1	1	Darth Malak	DARTHMALAK
Mix	3	Tatooine	6	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	3	Tatooine	6	1	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	3	Tatooine	6	1	4	Hondo Ohnaka	HONDO
Mix	3	Tatooine	6	1	5	Barriss Offee	BARRISSOFFEE
Mix	3	Tatooine	6	2	1	Sith Eternal Emperor	SITHPALPATINE
Mix	3	Tatooine	6	2	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	3	Tatooine	6	2	3	Maul	MAULS7
Mix	3	Tatooine	6	2	4	IG-2000	IG2000
Mix	3	Tatooine	6	2	5	First Order SF TIE Fighter	TIEFIGHTERFOSF
Mix	3	Tatooine	6	3	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
Mix	3	Tatooine	6	3	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	3	Tatooine	6	3	3	Darth Malgus	DARTHMALGUS
Mix	3	Tatooine	6	3	4	Resistance Hero Finn	EPIXFINN
Mix	3	Tatooine	6	3	5	Obi-Wan Kenobi (Old Ben)	OLDBENKENOBI
Mix	4	Kessel	1	1	1	Executor	CAPITALEXECUTOR
Mix	4	Kessel	1	1	2	Starkiller	STARKILLER
Mix	4	Kessel	1	1	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	4	Kessel	1	1	4	Coruscant Underworld Police	CORUSCANTUNDERWORLDPOLICE
Mix	4	Kessel	1	1	5	Poggle the Lesser	POGGLETHELESSER
Mix	4	Kessel	1	2	1	Lord Vader	LORDVADER
Mix	4	Kessel	1	2	2	General Skywalker	GENERALSKYWALKER
Mix	4	Kessel	1	2	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	4	Kessel	1	2	4	Ebon Hawk	EBONHAWK
Mix	4	Kessel	1	2	5	Boba Fett, Scion of Jango	BOBAFETTSCION
Mix	4	Kessel	1	3	1	Rey	GLREY
Mix	4	Kessel	1	3	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	4	Kessel	1	3	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	4	Kessel	1	3	4	Jedi Consular's Starfighter	JEDISTARFIGHTERCONSULAR
Mix	4	Kessel	1	3	5	Outrider	OUTRIDER
Mix	4	Kessel	2	1	1	Jedi Master Kenobi	JEDIMASTERKENOBI
Mix	4	Kessel	2	1	2	Starkiller	STARKILLER
Mix	4	Kessel	2	1	3	Maul	MAULS7
Mix	4	Kessel	2	1	4	Gamorrean Guard	GAMORREANGUARD
Mix	4	Kessel	2	1	5	Sith Fighter	SITHFIGHTER
Mix	4	Kessel	2	2	1	Rey	GLREY
Mix	4	Kessel	2	2	2	Darth Malak	DARTHMALAK
Mix	4	Kessel	2	2	3	Razor Crest	RAZORCREST
Mix	4	Kessel	2	2	4	Rex's ARC-170	ARC170REX
Mix	4	Kessel	2	2	5	Ben Solo	BENSOLO
Mix	4	Kessel	2	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	4	Kessel	2	3	2	Starkiller	STARKILLER
Mix	4	Kessel	2	3	3	Darth Malgus	DARTHMALGUS
Mix	4	Kessel	2	3	4	Echo	BADBATCHECHO
Mix	4	Kessel	2	3	5	Aurra Sing	AURRA_SING
Mix	4	Kessel	3	1	1	Sith Eternal Emperor	SITHPALPATINE
Mix	4	Kessel	3	1	2	Starkiller	STARKILLER
Mix	4	Kessel	3	1	3	Scythe	SCYTHE
Mix	4	Kessel	3	1	4	Seventh Sister	SEVENTHSISTER
Mix	4	Kessel	3	1	5	Nightsister Initiate	NIGHTSISTERINITIATE
Mix	4	Kessel	3	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
Mix	4	Kessel	3	2	2	Starkiller	STARKILLER
Mix	4	Kessel	3	2	3	Razor Crest	RAZORCREST
Mix	4	Kessel	3	2	4	Nightsister Initiate	NIGHTSISTERINITIATE
Mix	4	Kessel	3	2	5	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	4	Kessel	3	3	1	Sith Eternal Emperor	SITHPALPATINE
Mix	4	Kessel	3	3	2	General Skywalker	GENERALSKYWALKER
Mix	4	Kessel	3	3	3	TIE/IN Interceptor Prototype	TIEINTERCEPTOR
Mix	4	Kessel	3	3	4	Slave I	SLAVE1
Mix	4	Kessel	3	3	5	The Mandalorian	THEMANDALORIAN
Mix	4	Kessel	4	1	1	Lord Vader	LORDVADER
Mix	4	Kessel	4	1	2	General Skywalker	GENERALSKYWALKER
Mix	4	Kessel	4	1	3	Ben Solo	BENSOLO
Mix	4	Kessel	4	1	4	Baze Malbus	BAZEMALBUS
Mix	4	Kessel	4	1	5	General Veers	VEERS
Mix	4	Kessel	4	2	1	Rey	GLREY
Mix	4	Kessel	4	2	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	4	Kessel	4	2	3	Maul	MAULS7
Mix	4	Kessel	4	2	4	Hoth Rebel Soldier	HOTHREBELSOLDIER
Mix	4	Kessel	4	2	5	Scythe	SCYTHE
Mix	4	Kessel	4	3	1	Rey	GLREY
Mix	4	Kessel	4	3	2	Starkiller	STARKILLER
Mix	4	Kessel	4	3	3	Darth Malgus	DARTHMALGUS
Mix	4	Kessel	4	3	4	Bo-Katan Kryze	BOKATAN
Mix	4	Kessel	4	3	5	Bistan	BISTAN
Mix	4	Kessel	5	1	1	Sith Eternal Emperor	SITHPALPATINE
Mix	4	Kessel	5	1	2	General Skywalker	GENERALSKYWALKER
Mix	4	Kessel	5	1	3	Scythe	SCYTHE
Mix	4	Kessel	5	1	4	B-28 Extinction-class Bomber	SITHBOMBER
Mix	4	Kessel	5	1	5	Asajj Ventress	ASAJVENTRESS
Mix	4	Kessel	5	2	1	Executor	CAPITALEXECUTOR
Mix	4	Kessel	5	2	2	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
Mix	4	Kessel	5	2	3	Maul	MAULS7
